RC_Chapter,RC_Region,RC_Division,Year,Total_Counties,Total_Households,Poverty_Households,ALICE_Households,Above_ALICE_Households,Poverty_Rate_Pct,ALICE_Rate_Pct,Combined_Rate_Pct
ARC of Philadelphia,Southeastern Pennsylvania Region,Northeast Division,2012,2,811500,159822,199034,452644,19.69,24.53,44.22
ARC of Philadelphia,Southeastern Pennsylvania Region,Northeast Division,2014,2,810491,153653,215736,441102,18.96,26.62,45.58
ARC of Philadelphia,Southeastern Pennsylvania Region,Northeast Division,2016,2,814331,157162,223729,433440,19.3,27.47,46.77
ARC of Philadelphia,Southeastern Pennsylvania Region,Northeast Division,2018,2,848195,153676,226708,467811,18.12,26.73,44.85
ARC of Philadelphia,Southeastern Pennsylvania Region,Northeast Division,2019,2,859996,152957,210492,496547,17.79,24.48,42.26
ARC of Philadelphia,Southeastern Pennsylvania Region,Northeast Division,2021,2,909043,162112,238569,508362,17.83,26.24,44.08
ARC of Philadelphia,Southeastern Pennsylvania Region,Northeast Division,2022,2,946094,163399,246488,536207,17.27,26.05,43.32
ARC of Philadelphia,Southeastern Pennsylvania Region,Northeast Division,2023,2,937301,164076,238338,534887,17.51,25.43,42.93
ARC of Rappahannock Virginia,Virginia Region,Central Atlantic Division,2010,15,165819,13017,50000,102802,7.85,30.15,38.0
ARC of Rappahannock Virginia,Virginia Region,Central Atlantic Division,2012,15,168929,14193,51994,102742,8.4,30.78,39.18
ARC of Rappahannock Virginia,Virginia Region,Central Atlantic Division,2014,15,172485,16351,56468,99666,9.48,32.74,42.22
ARC of Rappahannock Virginia,Virginia Region,Central Atlantic Division,2016,15,178314,14135,57262,106917,7.93,32.11,40.04
ARC of Rappahannock Virginia,Virginia Region,Central Atlantic Division,2018,15,182396,14997,51642,115757,8.22,28.31,36.54
ARC of Rappahannock Virginia,Virginia Region,Central Atlantic Division,2019,15,182699,14760,52364,115575,8.08,28.66,36.74
ARC of Rappahannock Virginia,Virginia Region,Central Atlantic Division,2021,15,191625,15613,56112,119900,8.15,29.28,37.43
ARC of Rappahannock Virginia,Virginia Region,Central Atlantic Division,2022,15,193496,17438,59108,116950,9.01,30.55,39.56
ARC of Rappahannock Virginia,Virginia Region,Central Atlantic Division,2023,15,199596,14906,58733,125957,7.47,29.43,36.89
ARC of South Central Georgia,Georgia Region,Southeast and Caribbean Division,2010,25,214717,48161,59552,107004,22.43,27.74,50.17
ARC of South Central Georgia,Georgia Region,Southeast and Caribbean Division,2012,25,216121,52378,62995,100748,24.24,29.15,53.38
ARC of South Central Georgia,Georgia Region,Southeast and Caribbean Division,2014,25,214171,51420,69984,92767,24.01,32.68,56.69
ARC of South Central Georgia,Georgia Region,Southeast and Caribbean Division,2016,25,215015,51206,67377,96432,23.82,31.34,55.15
ARC of South Central Georgia,Georgia Region,Southeast and Caribbean Division,2018,25,216696,52292,70327,94077,24.13,32.45,56.59
ARC of South Central Georgia,Georgia Region,Southeast and Caribbean Division,2019,25,217406,46805,72352,98249,21.53,33.28,54.81
ARC of South Central Georgia,Georgia Region,Southeast and Caribbean Division,2021,25,216068,48859,69916,97293,22.61,32.36,54.97
ARC of South Central Georgia,Georgia Region,Southeast and Caribbean Division,2022,25,219107,45345,77395,96367,20.7,35.32,56.02
ARC of South Central Georgia,Georgia Region,Southeast and Caribbean Division,2023,25,224024,48141,70953,104930,21.49,31.67,53.16
ARC of South Central and Southeast Kansas,Kansas and Oklahoma Region,Southwest and Rocky Mountain Division,2010,21,362934,51406,80643,230885,14.16,22.22,36.38
ARC of South Central and Southeast Kansas,Kansas and Oklahoma Region,Southwest and Rocky Mountain Division,2012,21,363635,53010,80648,229977,14.58,22.18,36.76
ARC of South Central and Southeast Kansas,Kansas and Oklahoma Region,Southwest and Rocky Mountain Division,2014,21,360067,53361,90052,216654,14.82,25.01,39.83
ARC of South Central and Southeast Kansas,Kansas and Oklahoma Region,Southwest and Rocky Mountain Division,2016,21,363856,52561,87883,223412,14.45,24.15,38.6
ARC of South Central and Southeast Kansas,Kansas and Oklahoma Region,Southwest and Rocky Mountain Division,2018,21,365996,50133,96226,219637,13.7,26.29,39.99
ARC of South Central and Southeast Kansas,Kansas and Oklahoma Region,Southwest and Rocky Mountain Division,2019,21,367994,50643,88071,229280,13.76,23.93,37.69
ARC of South Central and Southeast Kansas,Kansas and Oklahoma Region,Southwest and Rocky Mountain Division,2021,21,367901,49320,101222,217359,13.41,27.51,40.92
ARC of South Central and Southeast Kansas,Kansas and Oklahoma Region,Southwest and Rocky Mountain Division,2022,21,370220,52692,99076,218452,14.23,26.76,40.99
ARC of South Central and Southeast Kansas,Kansas and Oklahoma Region,Southwest and Rocky Mountain Division,2023,21,378555,49775,105333,223447,13.15,27.83,40.97
ARC of South Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2010,7,353685,109035,100177,144473,30.83,28.32,59.15
ARC of South Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2012,7,369624,118986,105268,145370,32.19,28.48,60.67
ARC of South Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2014,7,372793,119961,111058,141774,32.18,29.79,61.97
ARC of South Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2016,7,381025,111015,120006,150004,29.14,31.5,60.63
ARC of South Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2018,7,388154,111946,125775,150433,28.84,32.4,61.24
ARC of South Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2019,7,402764,109090,129533,164141,27.09,32.16,59.25
ARC of South Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2021,7,432199,116203,106916,209080,26.89,24.74,51.62
ARC of South Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2022,7,436953,111841,134292,190820,25.6,30.73,56.33
ARC of South Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2023,7,448519,112178,129444,206897,25.01,28.86,53.87
ARC of South and West Central Illinois,Illinois Region,North Central Division,2010,29,414916,57694,89310,267912,13.9,21.52,35.43
ARC of South and West Central Illinois,Illinois Region,North Central Division,2012,29,413385,58111,90951,264323,14.06,22.0,36.06
ARC of South and West Central Illinois,Illinois Region,North Central Division,2014,29,412720,59122,99269,254329,14.32,24.05,38.38
ARC of South and West Central Illinois,Illinois Region,North Central Division,2016,29,409225,60014,94334,254877,14.67,23.05,37.72
ARC of South and West Central Illinois,Illinois Region,North Central Division,2018,29,408488,57727,93119,257642,14.13,22.8,36.93
ARC of South and West Central Illinois,Illinois Region,North Central Division,2019,29,408235,54833,90296,263106,13.43,22.12,35.55
ARC of South and West Central Illinois,Illinois Region,North Central Division,2021,29,403644,57314,103095,243235,14.2,25.54,39.74
ARC of South and West Central Illinois,Illinois Region,North Central Division,2022,29,404586,52440,107893,244253,12.96,26.67,39.63
ARC of South and West Central Illinois,Illinois Region,North Central Division,2023,29,408964,56315,107752,244897,13.77,26.35,40.12
ARC of Southeast & Deep East Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2010,17,314716,56133,87683,170900,17.84,27.86,45.7
ARC of Southeast & Deep East Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2012,17,319064,57822,90632,170610,18.12,28.41,46.53
ARC of Southeast & Deep East Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2014,17,322216,58792,94524,168900,18.25,29.34,47.58
ARC of Southeast & Deep East Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2016,17,322230,56340,93303,172587,17.48,28.96,46.44
ARC of Southeast & Deep East Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2018,17,317088,51999,101870,163219,16.4,32.13,48.53
ARC of Southeast & Deep East Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2019,17,323568,51125,91961,180482,15.8,28.42,44.22
ARC of Southeast & Deep East Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2021,17,326151,55706,93624,176821,17.08,28.71,45.79
ARC of Southeast & Deep East Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2022,17,334932,58819,101016,175097,17.56,30.16,47.72
ARC of Southeast & Deep East Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2023,17,337847,62265,99640,175942,18.43,29.49,47.92
ARC of Southeast Georgia,Georgia Region,Southeast and Caribbean Division,2010,18,296156,53074,75845,167237,17.92,25.61,43.53
ARC of Southeast Georgia,Georgia Region,Southeast and Caribbean Division,2012,18,300378,55976,86711,157691,18.64,28.87,47.5
ARC of Southeast Georgia,Georgia Region,Southeast and Caribbean Division,2014,18,301131,55139,85114,160878,18.31,28.26,46.58
ARC of Southeast Georgia,Georgia Region,Southeast and Caribbean Division,2016,18,306850,52457,84351,170042,17.1,27.49,44.58
ARC of Southeast Georgia,Georgia Region,Southeast and Caribbean Division,2018,18,312921,50309,96186,166426,16.08,30.74,46.82
ARC of Southeast Georgia,Georgia Region,Southeast and Caribbean Division,2019,18,315216,51929,90865,172422,16.47,28.83,45.3
ARC of Southeast Georgia,Georgia Region,Southeast and Caribbean Division,2021,18,329267,51721,105158,172388,15.71,31.94,47.64
ARC of Southeast Georgia,Georgia Region,Southeast and Caribbean Division,2022,18,336723,53584,108651,174488,15.91,32.27,48.18
ARC of Southeast Georgia,Georgia Region,Southeast and Caribbean Division,2023,18,344344,55024,102240,187080,15.98,29.69,45.67
ARC of Southeast Indiana,Indiana Region,North Central Division,2010,25,437965,65268,106637,266060,14.9,24.35,39.25
ARC of Southeast Indiana,Indiana Region,North Central Division,2012,25,435490,66275,109135,260080,15.22,25.06,40.28
ARC of Southeast Indiana,Indiana Region,North Central Division,2014,25,435080,67442,109562,258076,15.5,25.18,40.68
ARC of Southeast Indiana,Indiana Region,North Central Division,2016,25,438277,62152,106013,270112,14.18,24.19,38.37
ARC of Southeast Indiana,Indiana Region,North Central Division,2018,25,447275,63474,104892,278909,14.19,23.45,37.64
ARC of Southeast Indiana,Indiana Region,North Central Division,2019,25,442526,58793,105836,277897,13.29,23.92,37.2
ARC of Southeast Indiana,Indiana Region,North Central Division,2021,25,451561,63574,113376,274611,14.08,25.11,39.19
ARC of Southeast Indiana,Indiana Region,North Central Division,2022,25,463443,64642,118234,280567,13.95,25.51,39.46
ARC of Southeast Indiana,Indiana Region,North Central Division,2023,25,462328,60776,122483,279069,13.15,26.49,39.64
ARC of Southeast Louisiana,Louisiana Region,Southwest and Rocky Mountain Division,2010,13,613347,102579,172701,338067,16.72,28.16,44.88
ARC of Southeast Louisiana,Louisiana Region,Southwest and Rocky Mountain Division,2012,13,628607,119548,193818,315241,19.02,30.83,49.85
ARC of Southeast Louisiana,Louisiana Region,Southwest and Rocky Mountain Division,2014,13,633455,118729,191144,323582,18.74,30.17,48.92
ARC of Southeast Louisiana,Louisiana Region,Southwest and Rocky Mountain Division,2016,13,645979,112331,203444,330204,17.39,31.49,48.88
ARC of Southeast Louisiana,Louisiana Region,Southwest and Rocky Mountain Division,2018,13,641344,111497,214411,315436,17.38,33.43,50.82
ARC of Southeast Louisiana,Louisiana Region,Southwest and Rocky Mountain Division,2019,13,646753,113588,206788,326377,17.56,31.97,49.54
ARC of Southeast Louisiana,Louisiana Region,Southwest and Rocky Mountain Division,2021,13,673612,125570,202299,345743,18.64,30.03,48.67
ARC of Southeast Louisiana,Louisiana Region,Southwest and Rocky Mountain Division,2022,13,666022,113538,213360,339124,17.05,32.03,49.08
ARC of Southeast Louisiana,Louisiana Region,Southwest and Rocky Mountain Division,2023,13,675350,119963,210161,345226,17.76,31.12,48.88
ARC of Southeast Michigan,Michigan Region,North Central Division,2010,6,1722863,254741,448185,1019937,14.79,26.01,40.8
ARC of Southeast Michigan,Michigan Region,North Central Division,2012,6,1721800,276541,452591,992668,16.06,26.29,42.35
ARC of Southeast Michigan,Michigan Region,North Central Division,2014,6,1729640,263755,456615,1009270,15.25,26.4,41.65
ARC of Southeast Michigan,Michigan Region,North Central Division,2016,6,1763754,250864,457935,1054955,14.22,25.96,40.19
ARC of Southeast Michigan,Michigan Region,North Central Division,2018,6,1785910,251719,489889,1044302,14.09,27.43,41.53
ARC of Southeast Michigan,Michigan Region,North Central Division,2019,6,1793385,227976,463941,1101468,12.71,25.87,38.58
ARC of Southeast Michigan,Michigan Region,North Central Division,2021,6,1837852,245490,477735,1114627,13.36,25.99,39.35
ARC of Southeast Michigan,Michigan Region,North Central Division,2022,6,1839434,258723,516393,1064318,14.07,28.07,42.14
ARC of Southeast Michigan,Michigan Region,North Central Division,2023,6,1848084,263044,510777,1074263,14.23,27.64,41.87
ARC of Southeast Mississippi,Alabama and Mississippi Region,Southeast and Caribbean Division,2010,28,394281,78912,117931,197438,20.01,29.91,49.92
ARC of Southeast Mississippi,Alabama and Mississippi Region,Southeast and Caribbean Division,2012,28,402857,86628,121509,194720,21.5,30.16,51.67
ARC of Southeast Mississippi,Alabama and Mississippi Region,Southeast and Caribbean Division,2014,28,402574,84395,121472,196707,20.96,30.17,51.14
ARC of Southeast Mississippi,Alabama and Mississippi Region,Southeast and Caribbean Division,2016,28,401944,82764,118663,200517,20.59,29.52,50.11
ARC of Southeast Mississippi,Alabama and Mississippi Region,Southeast and Caribbean Division,2018,28,411258,86952,123117,201189,21.14,29.94,51.08
ARC of Southeast Mississippi,Alabama and Mississippi Region,Southeast and Caribbean Division,2019,28,407869,76485,125456,205928,18.75,30.76,49.51
ARC of Southeast Mississippi,Alabama and Mississippi Region,Southeast and Caribbean Division,2021,28,410474,78012,133596,198866,19.01,32.55,51.55
ARC of Southeast Mississippi,Alabama and Mississippi Region,Southeast and Caribbean Division,2022,28,420328,83403,131424,205501,19.84,31.27,51.11
ARC of Southeast Mississippi,Alabama and Mississippi Region,Southeast and Caribbean Division,2023,28,428258,80285,126529,221444,18.75,29.55,48.29
ARC of Southeast Missouri and Northeast Arkansas,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,2010,20,193026,44213,49426,99387,22.91,25.61,48.51
ARC of Southeast Missouri and Northeast Arkansas,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,2012,20,193807,43502,50254,100051,22.45,25.93,48.38
ARC of Southeast Missouri and Northeast Arkansas,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,2014,20,194288,45815,50948,97525,23.58,26.22,49.8
ARC of Southeast Missouri and Northeast Arkansas,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,2016,20,194085,42020,58137,93928,21.65,29.95,51.6
ARC of Southeast Missouri and Northeast Arkansas,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,2018,20,195559,40611,55515,99433,20.77,28.39,49.15
ARC of Southeast Missouri and Northeast Arkansas,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,2019,20,193936,39116,58976,95844,20.17,30.41,50.58
ARC of Southeast Missouri and Northeast Arkansas,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,2021,20,186787,39478,57406,89903,21.14,30.73,51.87
ARC of Southeast Missouri and Northeast Arkansas,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,2022,20,189122,38789,57038,93295,20.51,30.16,50.67
ARC of Southeast Missouri and Northeast Arkansas,Missouri and Arkansas Region,Southwest and Rocky Mountain Division,2023,20,192476,38477,57423,96576,19.99,29.83,49.82
ARC of Southeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2010,12,261622,44084,78875,138663,16.85,30.15,47.0
ARC of Southeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2012,12,264051,44851,77144,142056,16.99,29.22,46.2
ARC of Southeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2014,12,264272,45208,80699,138365,17.11,30.54,47.64
ARC of Southeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2016,12,270057,40013,89751,140293,14.82,33.23,48.05
ARC of Southeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2018,12,276387,39276,88569,148542,14.21,32.05,46.26
ARC of Southeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2019,12,280298,41321,84213,154764,14.74,30.04,44.79
ARC of Southeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2021,12,289059,40106,81273,167680,13.87,28.12,41.99
ARC of Southeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2022,12,290009,37231,80395,172383,12.84,27.72,40.56
ARC of Southeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2023,12,297154,43144,84037,169973,14.52,28.28,42.8
ARC of Southeast Wisconsin,Wisconsin Region,North Central Division,2010,8,825981,105817,218096,502068,12.81,26.4,39.22
ARC of Southeast Wisconsin,Wisconsin Region,North Central Division,2012,8,835072,114073,199390,521609,13.66,23.88,37.54
ARC of Southeast Wisconsin,Wisconsin Region,North Central Division,2014,8,836669,118236,194482,523951,14.13,23.24,37.38
ARC of Southeast Wisconsin,Wisconsin Region,North Central Division,2016,8,841322,114474,185321,541527,13.61,22.03,35.63
ARC of Southeast Wisconsin,Wisconsin Region,North Central Division,2018,8,848255,107994,204080,536181,12.73,24.06,36.79
ARC of Southeast Wisconsin,Wisconsin Region,North Central Division,2019,8,855404,95352,196052,564000,11.15,22.92,34.07
ARC of Southeast Wisconsin,Wisconsin Region,North Central Division,2021,8,876298,106771,204149,565378,12.18,23.3,35.48
ARC of Southeast Wisconsin,Wisconsin Region,North Central Division,2022,8,881488,103538,218057,559893,11.75,24.74,36.48
ARC of Southeast Wisconsin,Wisconsin Region,North Central Division,2023,8,878495,107628,209872,560995,12.25,23.89,36.14
ARC of Southern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2010,22,387163,55762,99843,231558,14.4,25.79,40.19
ARC of Southern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2012,22,391605,53330,93007,245268,13.62,23.75,37.37
ARC of Southern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2014,22,399247,56167,103381,239699,14.07,25.89,39.96
ARC of Southern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2016,22,410538,54311,105802,250425,13.23,25.77,39.0
ARC of Southern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2018,22,419682,52886,110793,256003,12.6,26.4,39.0
ARC of Southern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2019,22,427075,50514,107783,268778,11.83,25.24,37.07
ARC of Southern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2021,22,445941,54047,118455,273439,12.12,26.56,38.68
ARC of Southern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2022,22,457502,49353,129204,278945,10.79,28.24,39.03
ARC of Southern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2023,22,466804,48109,132719,285976,10.31,28.43,38.74
ARC of Southern Maine,Northern New England Region,Northeast Division,2010,2,195587,20131,47197,128259,10.29,24.13,34.42
ARC of Southern Maine,Northern New England Region,Northeast Division,2012,2,198490,22171,54099,122220,11.17,27.26,38.43
ARC of Southern Maine,Northern New England Region,Northeast Division,2014,2,200690,22032,49651,129007,10.98,24.74,35.72
ARC of Southern Maine,Northern New England Region,Northeast Division,2016,2,200518,20890,56279,123349,10.42,28.07,38.48
ARC of Southern Maine,Northern New England Region,Northeast Division,2018,2,211901,20440,60665,130796,9.65,28.63,38.27
ARC of Southern Maine,Northern New England Region,Northeast Division,2019,2,211152,16693,60532,133927,7.91,28.67,36.57
ARC of Southern Maine,Northern New England Region,Northeast Division,2021,2,220884,19385,64682,136817,8.78,29.28,38.06
ARC of Southern Maine,Northern New England Region,Northeast Division,2022,2,225870,18856,67087,139927,8.35,29.7,38.05
ARC of Southern Maine,Northern New England Region,Northeast Division,2023,2,228321,16737,67374,144210,7.33,29.51,36.84
ARC of Southern Maryland,National Capital and Greater Chesapeake Region,Central Atlantic Division,2010,5,617514,40434,182828,394252,6.55,29.61,36.15
ARC of Southern Maryland,National Capital and Greater Chesapeake Region,Central Atlantic Division,2012,5,628185,47511,178781,401893,7.56,28.46,36.02
ARC of Southern Maryland,National Capital and Greater Chesapeake Region,Central Atlantic Division,2014,5,635776,46496,198141,391139,7.31,31.17,38.48
ARC of Southern Maryland,National Capital and Greater Chesapeake Region,Central Atlantic Division,2016,5,644503,48470,210309,385724,7.52,32.63,40.15
ARC of Southern Maryland,National Capital and Greater Chesapeake Region,Central Atlantic Division,2018,5,656407,45652,206530,404225,6.95,31.46,38.42
ARC of Southern Maryland,National Capital and Greater Chesapeake Region,Central Atlantic Division,2019,5,662818,42233,197247,423338,6.37,29.76,36.13
ARC of Southern Maryland,National Capital and Greater Chesapeake Region,Central Atlantic Division,2021,5,705501,61989,191522,451990,8.79,27.15,35.93
ARC of Southern Maryland,National Capital and Greater Chesapeake Region,Central Atlantic Division,2022,5,710699,59077,204686,446936,8.31,28.8,37.11
ARC of Southern Maryland,National Capital and Greater Chesapeake Region,Central Atlantic Division,2023,5,713390,60069,199228,454093,8.42,27.93,36.35
ARC of Southern New Jersey,New Jersey Region,Northeast Division,2010,7,676632,67224,177708,431700,9.94,26.26,36.2
ARC of Southern New Jersey,New Jersey Region,Northeast Division,2012,7,670451,72079,177951,420421,10.75,26.54,37.29
ARC of Southern New Jersey,New Jersey Region,Northeast Division,2014,7,674934,74117,192019,408798,10.98,28.45,39.43
ARC of Southern New Jersey,New Jersey Region,Northeast Division,2016,7,667464,70460,195296,401708,10.56,29.26,39.82
ARC of Southern New Jersey,New Jersey Region,Northeast Division,2018,7,667083,67452,185074,414557,10.11,27.74,37.86
ARC of Southern New Jersey,New Jersey Region,Northeast Division,2019,7,682766,63267,177267,442232,9.27,25.96,35.23
ARC of Southern New Jersey,New Jersey Region,Northeast Division,2021,7,729534,79005,188421,462108,10.83,25.83,36.66
ARC of Southern New Jersey,New Jersey Region,Northeast Division,2022,7,727362,78542,197769,451051,10.8,27.19,37.99
ARC of Southern New Jersey,New Jersey Region,Northeast Division,2023,7,732575,79222,218875,434478,10.81,29.88,40.69
ARC of Southern Tier New York,Western New York Region,Northeast Division,2010,12,354026,51930,87482,214614,14.67,24.71,39.38
ARC of Southern Tier New York,Western New York Region,Northeast Division,2012,12,351404,51972,95077,204355,14.79,27.06,41.85
ARC of Southern Tier New York,Western New York Region,Northeast Division,2014,12,346092,53718,91195,201179,15.52,26.35,41.87
ARC of Southern Tier New York,Western New York Region,Northeast Division,2016,12,336872,49434,96241,191197,14.67,28.57,43.24
ARC of Southern Tier New York,Western New York Region,Northeast Division,2018,12,345175,50516,94573,200086,14.63,27.4,42.03
ARC of Southern Tier New York,Western New York Region,Northeast Division,2019,12,346772,53377,90148,203247,15.39,26.0,41.39
ARC of Southern Tier New York,Western New York Region,Northeast Division,2021,12,354880,50876,95625,208379,14.34,26.95,41.28
ARC of Southern Tier New York,Western New York Region,Northeast Division,2022,12,354524,53914,98656,201954,15.21,27.83,43.04
ARC of Southern Tier New York,Western New York Region,Northeast Division,2023,12,351762,53664,106265,191833,15.26,30.21,45.47
ARC of Southwest Georgia,Georgia Region,Southeast and Caribbean Division,2010,24,209994,49535,66047,94412,23.59,31.45,55.04
ARC of Southwest Georgia,Georgia Region,Southeast and Caribbean Division,2012,24,209017,48758,65573,94686,23.33,31.37,54.7
ARC of Southwest Georgia,Georgia Region,Southeast and Caribbean Division,2014,24,211064,49540,71407,90117,23.47,33.83,57.3
ARC of Southwest Georgia,Georgia Region,Southeast and Caribbean Division,2016,24,207503,48639,70548,88316,23.44,34.0,57.44
ARC of Southwest Georgia,Georgia Region,Southeast and Caribbean Division,2018,24,206789,46798,65950,94041,22.63,31.89,54.52
ARC of Southwest Georgia,Georgia Region,Southeast and Caribbean Division,2019,24,206223,43953,73432,88838,21.31,35.61,56.92
ARC of Southwest Georgia,Georgia Region,Southeast and Caribbean Division,2021,24,216866,44170,73887,98809,20.37,34.07,54.44
ARC of Southwest Georgia,Georgia Region,Southeast and Caribbean Division,2022,24,214171,43897,76748,93526,20.5,35.83,56.33
ARC of Southwest Georgia,Georgia Region,Southeast and Caribbean Division,2023,24,217560,47014,70413,100133,21.61,32.36,53.97
ARC of Southwest Gulf Coast to Glades,South Florida Region,Southeast and Caribbean Division,2010,6,599328,73092,208584,317652,12.2,34.8,47.0
ARC of Southwest Gulf Coast to Glades,South Florida Region,Southeast and Caribbean Division,2012,6,628152,74885,206252,347015,11.92,32.83,44.76
ARC of Southwest Gulf Coast to Glades,South Florida Region,Southeast and Caribbean Division,2014,6,662574,80895,201531,380148,12.21,30.42,42.63
ARC of Southwest Gulf Coast to Glades,South Florida Region,Southeast and Caribbean Division,2016,6,668431,70129,216700,381602,10.49,32.42,42.91
ARC of Southwest Gulf Coast to Glades,South Florida Region,Southeast and Caribbean Division,2018,6,700550,73656,220646,406248,10.51,31.5,42.01
ARC of Southwest Gulf Coast to Glades,South Florida Region,Southeast and Caribbean Division,2019,6,708692,64378,237438,406876,9.08,33.5,42.59
ARC of Southwest Gulf Coast to Glades,South Florida Region,Southeast and Caribbean Division,2021,6,794808,84996,234987,474825,10.69,29.57,40.26
ARC of Southwest Gulf Coast to Glades,South Florida Region,Southeast and Caribbean Division,2022,6,828983,84257,267873,476853,10.16,32.31,42.48
ARC of Southwest Gulf Coast to Glades,South Florida Region,Southeast and Caribbean Division,2023,6,819411,87128,282687,449596,10.63,34.5,45.13
ARC of Southwest Indiana,Indiana Region,North Central Division,2010,23,303003,41913,75844,185246,13.83,25.03,38.86
ARC of Southwest Indiana,Indiana Region,North Central Division,2012,23,301104,40765,74113,186226,13.54,24.61,38.15
ARC of Southwest Indiana,Indiana Region,North Central Division,2014,23,300844,43655,81069,176120,14.51,26.95,41.46
ARC of Southwest Indiana,Indiana Region,North Central Division,2016,23,302622,43574,70394,188654,14.4,23.26,37.66
ARC of Southwest Indiana,Indiana Region,North Central Division,2018,23,308040,44488,71511,192041,14.44,23.21,37.66
ARC of Southwest Indiana,Indiana Region,North Central Division,2019,23,308018,43349,72874,191795,14.07,23.66,37.73
ARC of Southwest Indiana,Indiana Region,North Central Division,2021,23,309302,40807,85786,182709,13.19,27.74,40.93
ARC of Southwest Indiana,Indiana Region,North Central Division,2022,23,309641,44140,85749,179752,14.26,27.69,41.95
ARC of Southwest Indiana,Indiana Region,North Central Division,2023,23,309825,42540,86249,181036,13.73,27.84,41.57
ARC of Southwest Michigan,Michigan Region,North Central Division,2010,8,338917,52393,81126,205398,15.46,23.94,39.4
ARC of Southwest Michigan,Michigan Region,North Central Division,2012,8,342823,55478,91524,195821,16.18,26.7,42.88
ARC of Southwest Michigan,Michigan Region,North Central Division,2014,8,344426,53195,89117,202114,15.44,25.87,41.32
ARC of Southwest Michigan,Michigan Region,North Central Division,2016,8,348656,48051,83364,217241,13.78,23.91,37.69
ARC of Southwest Michigan,Michigan Region,North Central Division,2018,8,356913,46811,91165,218937,13.12,25.54,38.66
ARC of Southwest Michigan,Michigan Region,North Central Division,2019,8,355292,47102,84467,223723,13.26,23.77,37.03
